+------------------------ MODEL:LUUS_Singular02 ------------------------+
+................................ DIMS .................................+
| dims                      = u=1, q=1, x=2, p=0, bc(act./tot.)=(2/2)   |
| total                     = nZ=4006, nP=3000, nU=1000, Q=1001         |
| index start               = omega=4004, p=4006                        |
| post processing           = n_post=1, n_Ipost=1                       |
+................................ MESH .................................+
| num_nodes                 = 1001                                      |
| num_segments              = 1                                         |
+............................... THREADS ...............................+
| number of threads         = 15                                        |
| U / JU / F / JF / LU      = true / true / true / true / true          |
+............................... PARAMS ................................+
| m_debug                   = false                                     |
| Solver                    = NewtonDumped                              |
| Solver Controls           = MINIMIZE                                  |
| Jacobian/Jacobian BC      = ANALYTIC / ANALYTIC                       |
| Initializer Controls      = use_guess                                 |
| Initialize Multipliers    = false                                     |
| Initialize Guess          = zero + default                            |
| Continuation interval     = [1,1]                                     |
| mesh/solver class pointer = 0x7ff7bba95420 / 0x7f8b3b013e20           |
| mu_bar/sigma_bar          = 0.001/0.001                               |
+........................... LINEAR ALGEBRA ............................+
| rows x cols               = 4006 x 4006                               |
| nblock/block size         = 1000 / 4                                  |
| qr/qx/nr/nx               = 2 / 2 / 0 / 0                             |
| last blok rows x cols     = 10 x 10                                   |
| thread [factorize/solve]  = [ true / true]                            |
| solve block               = CyclicReduction+LU                        |
| solve last block          = LastBlock LUPQ                            |
+-----------------------------------------------------------------------+
+.................Boundary Conditions activation status.................+
[xx] = activated, [  ] = NOT activated
[ 0] initial_x1
[ 1] initial_x2
+......................Controls penalties/barriers......................+
uControl = {
  type    = COSINE LOGARITHMIC BARRIER,
  epsilon = 0.009999999999999995,
  size    = 0.009999999999999995
}
+........................No constraints type LT.........................+
+...........................No constraints 1D...........................+
+.........................No user class (local).........................+
+.........................User class (pointer)..........................+
                          User function `pMesh`                          
BEGIN Mesh[mesh]
  num. segments = 1
  num. nodes    = 1001
  Segment N.0: s0 = 0 length = 5 npts = 1001 no data set
END Mesh[mesh]
+.......................No user mapped functions........................+
+...........................MODEL PARAMETERS............................+
|................................. epsi_x1 = 0.0001 ....................|
|.................................... x1_i = 0 .........................|
|.................................... x2_i = 1 .........................|
|.............................. u_epsilon0 = 0.01 ......................|
|.............................. u_epsilon1 = 1e-06 .....................|
|............................ u_tolerance0 = 0.01 ......................|
|............................ u_tolerance1 = 1e-06 .....................|
+..................................END..................................+
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[  1,33] (   0.25   ,  0.221   ) [   0.25   ,  0.201   ] 0.194      [0:0:32:0:0:0:0:0:0:0:0:0]
[  2,17] (  0.221   ,  0.184   ) [  0.201   ,  0.113   ] 0.44       [0:0:16:0:0:0:0:0:0:0:0:0]
[  3,14] (  0.184   ,  0.192   ) [  0.114   ,  0.0554  ] 0.513      [0:0:13:0:0:0:0:0:0:0:0:0]
[  4,23] (  0.192   ,  0.322   ) [  0.0584  ,  0.0392  ] 0.324      [0:0:22:0:0:0:0:0:0:0:0:0]
[ 26, 1] (   3.69   ,   3.14   ) [  0.0661  ,  0.0145  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 27, 1] (   3.14   ,   2.89   ) [  0.0643  ,  0.0161  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 28, 1] (   2.89   ,   3.25   ) [  0.0651  ,  0.0157  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 29, 1] (   3.25   ,   3.07   ) [  0.0674  ,  0.0144  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 30, 1] (   3.07   ,   3.14   ) [  0.0663  ,  0.0142  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 31, 1] (   3.14   ,   2.44   ) [  0.0606  ,  0.0162  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 32, 1] (   2.44   ,   3.22   ) [  0.0568  ,  0.0183  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 33, 1] (   3.22   ,   2.48   ) [  0.0573  ,  0.0142  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 34, 1] (   2.48   ,   3.21   ) [  0.0597  ,  0.0154  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 35, 1] (   3.21   ,   2.52   ) [  0.0572  ,  0.0125  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 36, 1] (   2.52   ,   2.24   ) [  0.0543  ,  0.0131  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 37, 1] (   2.24   ,   2.61   ) [  0.0528  ,  0.0115  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 38, 1] (   2.61   ,   2.65   ) [  0.0493  ,  0.0146  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 39, 1] (   2.65   ,   2.01   ) [  0.0452  ,  0.0105  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 40, 1] (   2.01   ,   1.85   ) [  0.0436  ,  0.0097  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[ 41, 1] (   1.85   ,   1.86   ) [  0.0404  , 0.00869  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 42, 1] (   1.86   ,   1.52   ) [  0.0364  , 0.00776  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 43, 1] (   1.52   ,   1.45   ) [  0.0316  , 0.00658  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 44, 1] (   1.45   ,   1.04   ) [  0.0269  , 0.00532  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 45, 1] (   1.04   ,   0.96   ) [  0.0219  , 0.00524  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 46, 1] (   0.96   ,  0.627   ) [  0.0164  , 0.00391  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 47, 1] (  0.627   ,  0.407   ) [  0.0115  ,  0.0026  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 48, 1] (  0.407   ,  0.351   ) [ 0.00818  , 0.00155  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 49, 1] (  0.351   ,  0.131   ) [ 0.00402  , 0.000668 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 50, 1] (  0.131   ,  0.162   ) [ 0.00165  , 0.000531 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 51, 1] (  0.162   ,  0.173   ) [ 0.00265  , 0.00114  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 52, 1] (  0.173   ,  0.227   ) [ 0.00407  , 0.00152  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 53, 1] (  0.227   ,   0.32   ) [ 0.00564  , 0.00181  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 54, 1] (   0.32   ,  0.286   ) [ 0.00665  , 0.00188  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 55, 6] (  0.286   ,  0.502   ) [ 0.00771  , 0.00286  ] 0.774      [0:0:5:0:0:0:0:0:0:0:0:0]
[ 56, 1] (  0.502   ,  0.374   ) [ 0.00786  , 0.00215  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 57, 1] (  0.374   ,  0.488   ) [ 0.00788  , 0.00277  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 58, 1] (  0.488   ,  0.316   ) [ 0.00776  , 0.00219  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 59, 1] (  0.316   ,   0.42   ) [ 0.00797  ,  0.0021  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 60, 1] (   0.42   ,  0.448   ) [ 0.00836  , 0.00216  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[ 61, 1] (  0.448   ,  0.349   ) [ 0.00785  , 0.00175  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 62, 1] (  0.349   ,  0.235   ) [ 0.00662  , 0.00193  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 63, 1] (  0.235   ,  0.384   ) [ 0.00629  ,  0.0018  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 64, 1] (  0.384   ,  0.254   ) [ 0.00604  , 0.00148  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 65, 1] (  0.254   ,  0.261   ) [ 0.00531  , 0.00126  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 66, 1] (  0.261   ,  0.171   ) [ 0.00439  , 0.00111  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 67, 1] (  0.171   ,  0.156   ) [ 0.00349  , 0.00106  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 68, 1] (  0.156   ,  0.119   ) [ 0.00268  , 0.000745 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 69, 1] (  0.119   ,  0.0894  ) [  0.0021  , 0.000531 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 70, 1] (  0.0894  ,  0.0518  ) [ 0.00147  , 0.000355 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 71, 1] (  0.0518  ,  0.033   ) [ 0.000777 , 0.000214 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 72, 1] (  0.033   ,  0.0346  ) [ 0.000485 , 7.95e-05 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 73, 1] (  0.0346  ,  0.0234  ) [ 0.000229 , 9.41e-05 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 74, 4] (  0.0234  ,  0.0357  ) [ 0.00037  , 0.000154 ] 0.857      [0:0:3:0:0:0:0:0:0:0:0:0]
[ 75, 1] (  0.0357  ,  0.0258  ) [ 0.000367 , 0.000191 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 76, 2] (  0.0258  ,  0.0326  ) [ 0.000496 , 0.000126 ] 0.95       [0:0:1:0:0:0:0:0:0:0:0:0]
[ 77, 1] (  0.0326  ,  0.0203  ) [ 0.000342 , 0.000125 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 78, 1] (  0.0203  ,  0.015   ) [ 0.000308 , 0.000102 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 79, 1] (  0.015   ,  0.0181  ) [ 0.000275 , 6.69e-05 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 80, 1] (  0.0181  , 0.00867  ) [ 0.000203 , 4.86e-05 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[ 81, 1] ( 0.00867  , 0.00411  ) [ 0.000115 , 1.17e-05 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 82, 2] ( 0.00411  , 0.00531  ) [ 3.55e-05 , 7.34e-06 ] 0.95       [1:0:0:0:0:0:0:0:0:0:0:0]
[ 83, 1] ( 0.00531  , 0.00417  ) [ 3.77e-05 , 2.85e-05 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 84, 5] ( 0.00417  , 0.00226  ) [ 2.8e-05  , 4.52e-05 ] 0.615      [0:0:0:4:0:0:0:0:0:0:0:0]
[ 85, 1] ( 0.00226  , 0.00349  ) [ 1.98e-05 , 1.83e-05 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 86, 2] ( 0.00349  , 0.00176  ) [ 1.61e-05 , 3.15e-05 ] 0.655      [0:0:0:1:0:0:0:0:0:0:0:0]
[ 87, 2] ( 0.00176  , 0.00189  ) [ 2.13e-05 , 6.43e-06 ] 0.4        [1:0:0:0:0:0:0:0:0:0:0:0]
[ 88, 2] ( 0.00189  , 0.00209  ) [ 1.52e-05 , 1.76e-05 ] 0.49       [1:0:0:0:0:0:0:0:0:0:0:0]
[ 89, 9] ( 0.00209  ,  0.0016  ) [ 3.11e-05 , 8.46e-06 ] 0.118      [8:0:0:0:0:0:0:0:0:0:0:0]
[ 90, 2] (  0.0016  , 0.000657 ) [ 5.38e-06 , 4.25e-06 ] 0.74       [1:0:0:0:0:0:0:0:0:0:0:0]
[ 91, 1] ( 0.000657 , 0.000266 ) [ 1.26e-06 , 4.02e-07 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 92, 6] ( 0.000266 , 9.29e-05 ) [ 8.46e-07 , 1.34e-07 ] 0.326      [5:0:0:0:0:0:0:0:0:0:0:0]
[ 93, 6] ( 9.29e-05 , 1.24e-05 ) [ 1.21e-07 , 8.61e-09 ] 0.774      [5:0:0:0:0:0:0:0:0:0:0:0]
[ 94, 1] ( 1.24e-05 , 1.2e-08  ) [ 9.73e-09 , 2.78e-11 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 95, 1] ( 1.2e-08  , 2.87e-13 ) [ 2.75e-11 , 8.75e-16 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 96, 1] ( 2.87e-13 , 2.05e-15 ) [ 8.75e-16 , 7.85e-18 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]

Continuation step N.1

Continuation step N.1 s=0.2, ds=0.2, old_s=0
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[ 97, 1] ( 0.000558 , 0.00012  ) [ 0.000459 , 3.2e-06  ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 98, 1] ( 0.00012  , 4.96e-06 ) [ 3.21e-06 , 1.39e-07 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[ 99, 1] ( 4.96e-06 , 7.77e-08 ) [ 1.75e-07 , 2.47e-09 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[100, 1] ( 7.77e-08 , 9.61e-12 ) [ 2.54e-09 , 4.43e-13 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[101, 1] ( 9.61e-12 , 2.14e-15 ) [ 4.43e-13 , 9.03e-18 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]

Continuation step N.1 s=0.5, ds=0.3, old_s=0.2
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[102,20] (  0.0009  , 0.000712 ) [ 0.000673 , 0.000439 ] 0.377      [0:0:19:0:0:0:0:0:0:0:0:0]
[103, 1] ( 0.000712 , 0.000315 ) [ 0.00043  , 3.37e-06 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[104, 2] ( 0.000315 , 3.7e-05  ) [ 2.68e-06 , 1.73e-07 ] 0.95       [1:0:0:0:0:0:0:0:0:0:0:0]
[105, 1] ( 3.7e-05  , 3.19e-07 ) [ 1.74e-07 , 2.31e-10 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[106, 1] ( 3.19e-07 , 1.2e-10  ) [ 2.37e-10 , 9.61e-14 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[107, 1] ( 1.2e-10  , 2.14e-15 ) [ 9.62e-14 , 8.07e-18 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]

Continuation step N.1 s=0.95, ds=0.45, old_s=0.5
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[108, 3] ( 0.00204  ,  0.002   ) [  0.0016  ,  0.001   ] 0.16       [2:0:0:0:0:0:0:0:0:0:0:0]
[109, 6] (  0.002   , 0.00186  ) [ 0.000809 , 0.000791 ] 0.0102     [1:2:2:0:0:0:0:0:0:0:0:0]
[110, 4] ( 0.00186  , 0.00307  ) [ 0.000917 , 0.000772 ] 0.064      [3:0:0:0:0:0:0:0:0:0:0:0]
[111, 3] ( 0.00307  , 0.00287  ) [ 0.000756 , 0.000609 ] 0.16       [0:1:1:0:0:0:0:0:0:0:0:0]
[112, 3] ( 0.00287  ,  0.0033  ) [ 0.000613 , 0.000513 ] 0.197      [0:2:0:0:0:0:0:0:0:0:0:0]
[113, 5] (  0.0033  ,  0.003   ) [ 0.000539 , 0.000502 ] 0.0256     [1:3:0:0:0:0:0:0:0:0:0:0]
[114, 5] (  0.003   , 0.00282  ) [ 0.000495 , 0.000482 ] 0.0256     [0:4:0:0:0:0:0:0:0:0:0:0]
[115, 3] ( 0.00282  , 0.00282  ) [ 0.000485 , 0.000401 ] 0.185      [0:1:1:0:0:0:0:0:0:0:0:0]
[116, 3] ( 0.00282  , 0.00299  ) [ 0.000391 , 0.000336 ] 0.17       [0:1:1:0:0:0:0:0:0:0:0:0]
[117, 6] ( 0.00299  , 0.00295  ) [ 0.000333 , 0.000329 ] 0.0102     [0:5:0:0:0:0:0:0:0:0:0:0]
[118, 1] ( 0.00295  ,  0.0049  ) [ 0.000332 , 4.22e-05 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[119, 6] (  0.0049  , 0.00659  ) [ 0.000175 , 0.000103 ] 0.0102     [5:0:0:0:0:0:0:0:0:0:0:0]
[120,12] ( 0.00659  , 0.00654  ) [ 8.73e-05 , 8.68e-05 ] 0.00753    [10:1:0:0:0:0:0:0:0:0:0:0]
[121,20] ( 0.00654  , 0.00635  ) [ 9.85e-05 , 5.93e-05 ] 0.00499    [19:0:0:0:0:0:0:0:0:0:0:0]
[122,40] ( 0.00635  , 0.00629  ) [ 7.72e-05 , 7.65e-05 ] 0.0101     [0:1:1:37:0:0:0:0:0:0:0:0]
[123,27] ( 0.00629  , 0.00603  ) [ 8.36e-05 , 0.000116 ] 0.0467     [0:0:1:25:0:0:0:0:0:0:0:0]
[124, 4] ( 0.00603  , 0.00577  ) [ 5.95e-05 , 3.82e-05 ] 0.0973     [3:0:0:0:0:0:0:0:0:0:0:0]
[125,22] ( 0.00577  , 0.00429  ) [ 4.54e-05 , 4.82e-05 ] 0.116      [21:0:0:0:0:0:0:0:0:0:0:0]
[126, 4] ( 0.00429  , 0.00522  ) [ 4.62e-05 , 4.46e-05 ] 0.064      [3:0:0:0:0:0:0:0:0:0:0:0]
[127, 4] ( 0.00522  ,  0.0048  ) [ 4.77e-05 , 4.75e-05 ] 0.0682     [3:0:0:0:0:0:0:0:0:0:0:0]
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[128,31] (  0.0048  , 0.00424  ) [ 8.06e-05 , 4.41e-05 ] 0.0114     [30:0:0:0:0:0:0:0:0:0:0:0]
[129,31] ( 0.00424  , 0.00425  ) [ 2.92e-05 , 2.52e-05 ] 0.0115     [1:0:0:29:0:0:0:0:0:0:0:0]
[130, 2] ( 0.00425  , 0.00501  ) [ 3.31e-05 , 3.88e-05 ] 0.4        [1:0:0:0:0:0:0:0:0:0:0:0]
[131, 5] ( 0.00501  , 0.00562  ) [ 8.09e-05 , 4.88e-05 ] 0.0608     [4:0:0:0:0:0:0:0:0:0:0:0]
[132, 6] ( 0.00562  , 0.00506  ) [ 5.09e-05 , 2.88e-05 ] 0.0852     [5:0:0:0:0:0:0:0:0:0:0:0]
[133, 4] ( 0.00506  , 0.00528  ) [ 3.31e-05 , 3.24e-05 ] 0.0698     [3:0:0:0:0:0:0:0:0:0:0:0]
[134, 6] ( 0.00528  , 0.00484  ) [ 3.02e-05 , 2.8e-05  ] 0.109      [5:0:0:0:0:0:0:0:0:0:0:0]
[135, 6] ( 0.00484  , 0.00431  ) [ 2.7e-05  , 2.92e-05 ] 0.0907     [5:0:0:0:0:0:0:0:0:0:0:0]
[136,34] ( 0.00431  , 0.00435  ) [ 2.85e-05 , 2.31e-05 ] 0.0466     [33:0:0:0:0:0:0:0:0:0:0:0]
[137, 9] ( 0.00435  , 0.00369  ) [ 1.73e-05 , 1.37e-05 ] 0.312      [8:0:0:0:0:0:0:0:0:0:0:0]
[138,27] ( 0.00369  , 0.00305  ) [ 1.93e-05 , 1.11e-05 ] 0.111      [26:0:0:0:0:0:0:0:0:0:0:0]
[139,13] ( 0.00305  , 0.00307  ) [ 1.81e-05 , 1.36e-05 ] 0.0403     [12:0:0:0:0:0:0:0:0:0:0:0]
[140, 5] ( 0.00307  , 0.00191  ) [ 8.8e-06  , 4.14e-06 ] 0.406      [4:0:0:0:0:0:0:0:0:0:0:0]
[141,11] ( 0.00191  , 0.000968 ) [ 5.67e-06 , 3.21e-06 ] 0.274      [10:0:0:0:0:0:0:0:0:0:0:0]
[142, 1] ( 0.000968 , 0.000334 ) [ 4.05e-06 , 1.24e-06 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[143, 3] ( 0.000334 , 8.77e-05 ) [ 1.28e-06 , 1.11e-07 ] 0.902      [2:0:0:0:0:0:0:0:0:0:0:0]
